ObjectID,GlobalID,plantID,phenology,survival,lengthInCm,notes,date,plantID_db,ParentGlobalID,CreationDate,Creator,EditDate,Editor,Plant Position In Row
464,ea769fa9-c6e2-48cc-bbb5-dfdbb764c426,600,0,1,,,6/27/2024 6:00:00 PM,1735,ca3c2247-2ca3-4511-9c86-2110cfc3741d,6/27/2024 8:40:03 PM,agoebl,6/27/2024 8:40:03 PM,agoebl,3
465,ac579877-0a9d-47eb-bcbe-88a102d8b63b,601,,0,,H,6/27/2024 6:00:00 PM,1736,ca3c2247-2ca3-4511-9c86-2110cfc3741d,6/27/2024 8:40:03 PM,agoebl,6/27/2024 8:40:03 PM,agoebl,4
466,a6048a86-e333-497a-b9f0-98afcb5c1fa4,602,0,1,,,6/27/2024 6:00:00 PM,1737,ca3c2247-2ca3-4511-9c86-2110cfc3741d,6/27/2024 8:40:03 PM,agoebl,6/27/2024 8:40:03 PM,agoebl,5
467,2979909e-0fbc-477e-ad1c-beb49c0c2462,603,0,1,,,6/27/2024 6:00:00 PM,1738,ca3c2247-2ca3-4511-9c86-2110cfc3741d,6/27/2024 8:40:03 PM,agoebl,6/27/2024 8:40:03 PM,agoebl,6
468,fa5d2536-0b5d-47fa-bc85-735a0edfc1b4,604,0,1,,,6/27/2024 6:00:00 PM,1739,ca3c2247-2ca3-4511-9c86-2110cfc3741d,6/27/2024 8:40:03 PM,agoebl,6/27/2024 8:40:03 PM,agoebl,7
469,1413f306-fa1c-4585-87d5-5a7937d19cd6,605,0,1,,,6/27/2024 6:00:00 PM,1740,ca3c2247-2ca3-4511-9c86-2110cfc3741d,6/27/2024 8:40:03 PM,agoebl,6/27/2024 8:40:03 PM,agoebl,8
470,bce33601-2635-40f2-8eac-416c9f03314c,606,1,1,,,6/27/2024 6:00:00 PM,1741,ca3c2247-2ca3-4511-9c86-2110cfc3741d,6/27/2024 8:40:03 PM,agoebl,6/27/2024 8:40:03 PM,agoebl,9
471,783635bf-6e17-43bc-89e1-6e65cc1a9f45,607,0,1,,,6/27/2024 6:00:00 PM,1742,ca3c2247-2ca3-4511-9c86-2110cfc3741d,6/27/2024 8:40:03 PM,agoebl,6/27/2024 8:40:03 PM,agoebl,10
472,beeb5184-df1d-4107-8018-49a629707f2e,608,0,1,,,6/27/2024 6:00:00 PM,1743,ca3c2247-2ca3-4511-9c86-2110cfc3741d,6/27/2024 8:40:03 PM,agoebl,6/27/2024 8:40:03 PM,agoebl,11
473,9b878626-e649-432b-95df-1ebaf7b91b48,609,0,1,,,6/27/2024 6:00:00 PM,1744,ca3c2247-2ca3-4511-9c86-2110cfc3741d,6/27/2024 8:40:03 PM,agoebl,6/27/2024 8:40:03 PM,agoebl,12
474,ddaf3d71-083e-41d8-9d5e-f39f1d4febaf,610,0,1,,,6/27/2024 6:00:00 PM,1745,ca3c2247-2ca3-4511-9c86-2110cfc3741d,6/27/2024 8:40:03 PM,agoebl,6/27/2024 8:40:03 PM,agoebl,13
475,e45b7b5b-9266-4c12-9eb1-222dcd82d865,611,0,1,,,6/27/2024 6:00:00 PM,1746,ca3c2247-2ca3-4511-9c86-2110cfc3741d,6/27/2024 8:40:03 PM,agoebl,6/27/2024 8:40:03 PM,agoebl,14
476,400ef472-fdc4-48b1-81e7-307f11cebe38,612,,0,,H,6/27/2024 6:00:00 PM,1747,ca3c2247-2ca3-4511-9c86-2110cfc3741d,6/27/2024 8:40:03 PM,agoebl,6/27/2024 8:40:03 PM,agoebl,15
477,b5cc8f6d-5ff7-4357-9890-1d81ddea446e,613,0,1,,,6/27/2024 6:00:00 PM,1748,ca3c2247-2ca3-4511-9c86-2110cfc3741d,6/27/2024 8:40:03 PM,agoebl,6/27/2024 8:40:03 PM,agoebl,16
478,0af47a1f-bde1-40f5-a2de-2e14c70500d1,614,,0,,H,6/27/2024 6:00:00 PM,1749,ca3c2247-2ca3-4511-9c86-2110cfc3741d,6/27/2024 8:40:03 PM,agoebl,6/27/2024 8:40:03 PM,agoebl,17
479,51bbcbb4-2424-47cf-8f5e-a13ad498e2e8,615,0,1,,,6/27/2024 6:00:00 PM,1750,ca3c2247-2ca3-4511-9c86-2110cfc3741d,6/27/2024 8:40:03 PM,agoebl,6/27/2024 8:40:03 PM,agoebl,18
480,7fbd7b1a-d076-4b0d-baed-5f5936cc30b8,616,0,1,,Almost dead,6/27/2024 6:00:00 PM,1751,ca3c2247-2ca3-4511-9c86-2110cfc3741d,6/27/2024 8:40:03 PM,agoebl,6/27/2024 8:40:03 PM,agoebl,19
481,b126895b-3d37-42fa-847b-6ce61706b553,617,,0,,H,6/27/2024 6:00:00 PM,1752,ca3c2247-2ca3-4511-9c86-2110cfc3741d,6/27/2024 8:40:03 PM,agoebl,6/27/2024 8:40:03 PM,agoebl,20
482,cf10b185-f700-409b-b662-24c360ed62a5,618,0,1,,,6/27/2024 6:00:00 PM,1753,ca3c2247-2ca3-4511-9c86-2110cfc3741d,6/27/2024 8:40:03 PM,agoebl,6/27/2024 8:40:03 PM,agoebl,21
483,02adc1e0-852d-4d2a-95c6-0d8ef7accf0d,619,,0,,H,6/27/2024 6:00:00 PM,1754,ca3c2247-2ca3-4511-9c86-2110cfc3741d,6/27/2024 8:40:03 PM,agoebl,6/27/2024 8:40:03 PM,agoebl,22
484,f3e78118-f74c-4726-bfc4-0dffab905c5f,620,1,1,,,6/27/2024 6:00:00 PM,1755,ca3c2247-2ca3-4511-9c86-2110cfc3741d,6/27/2024 8:40:03 PM,agoebl,6/27/2024 8:40:03 PM,agoebl,23
485,ff797173-ce82-4ccb-8dd0-0fe12fcafea2,621,,0,,,6/27/2024 6:00:00 PM,1756,ca3c2247-2ca3-4511-9c86-2110cfc3741d,6/27/2024 8:40:03 PM,agoebl,6/27/2024 8:40:03 PM,agoebl,24
486,a49c4435-9c14-47a3-9de8-bf00ce5295d0,622,0,1,,,6/27/2024 6:00:00 PM,1757,ca3c2247-2ca3-4511-9c86-2110cfc3741d,6/27/2024 8:40:03 PM,agoebl,6/27/2024 8:40:03 PM,agoebl,25
487,0ef62514-1984-4d0c-8195-959c85a89d76,623,,0,,,6/27/2024 6:00:00 PM,1758,ca3c2247-2ca3-4511-9c86-2110cfc3741d,6/27/2024 8:40:03 PM,agoebl,6/27/2024 8:40:03 PM,agoebl,26
488,5ab2d722-5bb5-4519-8972-40bf40b50d21,624,0,1,,,6/27/2024 6:00:00 PM,1759,ca3c2247-2ca3-4511-9c86-2110cfc3741d,6/27/2024 8:40:03 PM,agoebl,6/27/2024 8:40:03 PM,agoebl,27
489,6c826127-67f8-4300-bd16-457ed7095d8c,625,0,1,,,6/27/2024 6:00:00 PM,1760,ca3c2247-2ca3-4511-9c86-2110cfc3741d,6/27/2024 8:40:03 PM,agoebl,6/27/2024 8:40:03 PM,agoebl,28
490,e9f6897d-6609-4445-8abc-ccff1a0c21ed,626,,0,,,6/27/2024 6:00:00 PM,1761,ca3c2247-2ca3-4511-9c86-2110cfc3741d,6/27/2024 8:40:03 PM,agoebl,6/27/2024 8:40:03 PM,agoebl,29
491,08f9a12e-1fd6-436b-a0ab-de6318d1169f,627,0,1,,,6/27/2024 6:00:00 PM,1762,ca3c2247-2ca3-4511-9c86-2110cfc3741d,6/27/2024 8:40:03 PM,agoebl,6/27/2024 8:40:03 PM,agoebl,30
492,ad5a4bc5-b0be-4210-9aff-4313a1e6ebb8,628,,0,,,6/27/2024 6:00:00 PM,1763,73df4996-9792-4f96-8640-351769a8a31c,6/27/2024 8:40:04 PM,agoebl,6/27/2024 8:40:04 PM,agoebl,1
493,05171a0c-f896-4d2a-bbea-d9ed2d748c8b,629,,0,,H,6/27/2024 6:00:00 PM,1764,73df4996-9792-4f96-8640-351769a8a31c,6/27/2024 8:40:04 PM,agoebl,6/27/2024 8:40:04 PM,agoebl,2
494,79c597d0-d41b-4a27-965d-9fa849d050c1,630,0,1,,,6/27/2024 6:00:00 PM,1765,73df4996-9792-4f96-8640-351769a8a31c,6/27/2024 8:40:04 PM,agoebl,6/27/2024 8:40:04 PM,agoebl,3
495,32507c32-ef89-4ff2-8512-a32a409a175f,631,,0,,H,6/27/2024 6:00:00 PM,1766,73df4996-9792-4f96-8640-351769a8a31c,6/27/2024 8:40:04 PM,agoebl,6/27/2024 8:40:04 PM,agoebl,4
496,445be49e-c172-4bad-be28-0260398424d6,632,0,1,,,6/27/2024 6:00:00 PM,1767,73df4996-9792-4f96-8640-351769a8a31c,6/27/2024 8:40:04 PM,agoebl,6/27/2024 8:40:04 PM,agoebl,5
497,2f1dd8db-e2ca-470f-8c47-2739c01d4241,633,,0,,H,6/27/2024 6:00:00 PM,1768,73df4996-9792-4f96-8640-351769a8a31c,6/27/2024 8:40:04 PM,agoebl,6/27/2024 8:40:04 PM,agoebl,6
498,284299cc-9079-484a-a0af-caf60b569f12,634,0,1,,,6/27/2024 6:00:00 PM,1769,73df4996-9792-4f96-8640-351769a8a31c,6/27/2024 8:40:04 PM,agoebl,6/27/2024 8:40:04 PM,agoebl,7
499,bceecacf-0b52-4117-9741-9ad1b800c16f,635,,0,,H,6/27/2024 6:00:00 PM,1770,73df4996-9792-4f96-8640-351769a8a31c,6/27/2024 8:40:04 PM,agoebl,6/27/2024 8:40:04 PM,agoebl,8
500,7920a1a8-e680-4d1c-9de1-46d052383df2,636,,0,,H,6/27/2024 6:00:00 PM,1771,73df4996-9792-4f96-8640-351769a8a31c,6/27/2024 8:40:04 PM,agoebl,6/27/2024 8:40:04 PM,agoebl,9
501,c3c4959b-6d59-4263-a944-614362a29997,637,0,1,,,6/27/2024 6:00:00 PM,1772,73df4996-9792-4f96-8640-351769a8a31c,6/27/2024 8:40:04 PM,agoebl,6/27/2024 8:40:04 PM,agoebl,10
502,f08aab7f-b979-494b-850d-555cdbf54400,638,,0,,H,6/27/2024 6:00:00 PM,1773,73df4996-9792-4f96-8640-351769a8a31c,6/27/2024 8:40:04 PM,agoebl,6/27/2024 8:40:04 PM,agoebl,11
503,63525b7b-667c-467c-9238-05698622bb08,639,0,1,,,6/27/2024 6:00:00 PM,1774,73df4996-9792-4f96-8640-351769a8a31c,6/27/2024 8:40:04 PM,agoebl,6/27/2024 8:40:04 PM,agoebl,12
504,e678d543-9736-4b73-b28d-fd91cf2546a4,640,,0,,,6/27/2024 6:00:00 PM,1775,73df4996-9792-4f96-8640-351769a8a31c,6/27/2024 8:40:04 PM,agoebl,6/27/2024 8:40:04 PM,agoebl,13
505,bdf446e8-f033-4b13-b832-6b44baccc849,641,0,1,,,6/27/2024 6:00:00 PM,1776,73df4996-9792-4f96-8640-351769a8a31c,6/27/2024 8:40:04 PM,agoebl,6/27/2024 8:40:04 PM,agoebl,14
506,214aea9a-dfa4-429e-be70-33ee3949291d,642,0,1,,,6/27/2024 6:00:00 PM,1777,73df4996-9792-4f96-8640-351769a8a31c,6/27/2024 8:40:04 PM,agoebl,6/27/2024 8:40:04 PM,agoebl,15
507,7bb3bfaf-a6c4-4a6f-b341-3e6c939b2a62,643,0,1,,,6/27/2024 6:00:00 PM,1778,73df4996-9792-4f96-8640-351769a8a31c,6/27/2024 8:40:04 PM,agoebl,6/27/2024 8:40:04 PM,agoebl,16
508,3f243414-c059-4b92-8c93-aff5eab7a067,644,0,1,,,6/27/2024 6:00:00 PM,1779,73df4996-9792-4f96-8640-351769a8a31c,6/27/2024 8:40:04 PM,agoebl,6/27/2024 8:40:04 PM,agoebl,17
509,6034be93-108f-4f9d-912d-f568ada809c4,645,0,1,,,6/27/2024 6:00:00 PM,1780,73df4996-9792-4f96-8640-351769a8a31c,6/27/2024 8:40:04 PM,agoebl,6/27/2024 8:40:04 PM,agoebl,18
510,d744aef9-5a4e-4af5-8109-18e89d2204f9,646,,0,,,6/27/2024 6:00:00 PM,1781,73df4996-9792-4f96-8640-351769a8a31c,6/27/2024 8:40:04 PM,agoebl,6/27/2024 8:40:04 PM,agoebl,19
511,654b1f1f-c4b0-4321-bb52-67731e8b858f,647,0,1,,,6/27/2024 6:00:00 PM,1782,73df4996-9792-4f96-8640-351769a8a31c,6/27/2024 8:40:04 PM,agoebl,6/27/2024 8:40:04 PM,agoebl,20
512,bdf0e104-346d-4979-ad63-f232fe82fb14,648,0,1,,,6/27/2024 6:00:00 PM,1783,73df4996-9792-4f96-8640-351769a8a31c,6/27/2024 8:40:04 PM,agoebl,6/27/2024 8:40:04 PM,agoebl,21
513,dda01ea9-2340-419b-a4f0-d423f7dec411,649,,0,,,6/27/2024 6:00:00 PM,1784,73df4996-9792-4f96-8640-351769a8a31c,6/27/2024 8:40:04 PM,agoebl,6/27/2024 8:40:04 PM,agoebl,22
514,b36e5835-2e00-43ef-906e-d4f807892567,650,0,1,,Almost dead,6/27/2024 6:00:00 PM,1785,73df4996-9792-4f96-8640-351769a8a31c,6/27/2024 8:40:04 PM,agoebl,6/27/2024 8:40:04 PM,agoebl,23
515,b18fce70-758a-44c1-bdba-a2f695b83446,651,0,1,,,6/27/2024 6:00:00 PM,1786,73df4996-9792-4f96-8640-351769a8a31c,6/27/2024 8:40:04 PM,agoebl,6/27/2024 8:40:04 PM,agoebl,24
516,7080d632-cd90-4f74-a497-13279501acf2,652,0,1,,,6/27/2024 6:00:00 PM,1787,73df4996-9792-4f96-8640-351769a8a31c,6/27/2024 8:40:04 PM,agoebl,6/27/2024 8:40:04 PM,agoebl,25
517,3140b27d-cfa9-42b4-a8f0-91326da4f99d,653,0,1,,,6/27/2024 6:00:00 PM,1788,73df4996-9792-4f96-8640-351769a8a31c,6/27/2024 8:40:04 PM,agoebl,6/27/2024 8:40:04 PM,agoebl,26
518,57a4da8c-5725-43b6-b04d-aab85d6dde26,654,,0,,,6/27/2024 6:00:00 PM,1789,73df4996-9792-4f96-8640-351769a8a31c,6/27/2024 8:40:04 PM,agoebl,6/27/2024 8:40:04 PM,agoebl,27
519,e21f64aa-23fb-46ff-b5c6-f17da8245cb1,655,0,1,,,6/27/2024 6:00:00 PM,1790,73df4996-9792-4f96-8640-351769a8a31c,6/27/2024 8:40:04 PM,agoebl,6/27/2024 8:40:04 PM,agoebl,28
520,bb91b41c-788d-477c-97fb-f40f807fd504,656,0,1,,,6/27/2024 6:00:00 PM,1791,73df4996-9792-4f96-8640-351769a8a31c,6/27/2024 8:40:04 PM,agoebl,6/27/2024 8:40:04 PM,agoebl,29
521,5c475688-5d58-48c4-b116-dc3de68f3700,657,,0,,,6/27/2024 6:00:00 PM,1792,73df4996-9792-4f96-8640-351769a8a31c,6/27/2024 8:40:04 PM,agoebl,6/27/2024 8:40:04 PM,agoebl,30
522,265e645f-78a4-43b8-b70b-e0cd26d221a0,427,0,1,,Resuming survey from other overheated tablet,6/26/2024 6:00:00 PM,1562,861faaca-941b-47e4-b8d9-5450aeb6a389,6/27/2024 8:40:06 PM,agoebl,6/27/2024 8:40:06 PM,agoebl,26
523,db1aaa14-ff3d-499e-ad01-7e3a13055c62,428,0,1,,,6/26/2024 6:00:00 PM,1563,861faaca-941b-47e4-b8d9-5450aeb6a389,6/27/2024 8:40:06 PM,agoebl,6/27/2024 8:40:06 PM,agoebl,27
524,a5cff09e-9c71-4b61-a298-e6ced35705eb,429,1,1,,,6/26/2024 6:00:00 PM,1564,861faaca-941b-47e4-b8d9-5450aeb6a389,6/27/2024 8:40:06 PM,agoebl,6/27/2024 8:40:06 PM,agoebl,28
525,7083a10b-e0ff-4e12-85bf-8472ae87c023,430,1,1,,,6/26/2024 6:00:00 PM,1565,861faaca-941b-47e4-b8d9-5450aeb6a389,6/27/2024 8:40:06 PM,agoebl,6/27/2024 8:40:06 PM,agoebl,29
526,283435c5-952e-442d-af45-2044f9a866fa,431,0,1,,,6/26/2024 6:00:00 PM,1566,861faaca-941b-47e4-b8d9-5450aeb6a389,6/27/2024 8:40:06 PM,agoebl,6/27/2024 8:40:06 PM,agoebl,30
527,5fb1eb41-311e-4c6a-b102-eb909fdaeea7,658,1,1,,,6/27/2024 6:00:00 PM,1793,3a144d0c-dc66-4aad-ba14-1aadc26183cf,6/27/2024 8:40:06 PM,agoebl,6/27/2024 8:40:06 PM,agoebl,1
528,6e5a3b0e-01fe-40dd-94d7-ca00380473f3,659,0,1,,,6/27/2024 6:00:00 PM,1794,3a144d0c-dc66-4aad-ba14-1aadc26183cf,6/27/2024 8:40:06 PM,agoebl,6/27/2024 8:40:06 PM,agoebl,2
529,e2b29221-5060-4de0-b0a1-90a9d9bd0e4c,660,0,1,,,6/27/2024 6:00:00 PM,1795,3a144d0c-dc66-4aad-ba14-1aadc26183cf,6/27/2024 8:40:06 PM,agoebl,6/27/2024 8:40:06 PM,agoebl,3
530,40853a29-dd59-484f-961e-dd76ac1efecb,661,,0,,,6/27/2024 6:00:00 PM,1796,3a144d0c-dc66-4aad-ba14-1aadc26183cf,6/27/2024 8:40:06 PM,agoebl,6/27/2024 8:40:06 PM,agoebl,4
531,47cad483-f72a-41e4-ba93-e23f4885eb0b,659,0,1,,,6/27/2024 6:00:00 PM,1794,3a144d0c-dc66-4aad-ba14-1aadc26183cf,6/27/2024 8:40:06 PM,agoebl,6/27/2024 8:40:06 PM,agoebl,2
532,298c0a4d-23dd-4af6-8dc6-aa467b12e3a4,663,0,1,,,6/27/2024 6:00:00 PM,1798,3a144d0c-dc66-4aad-ba14-1aadc26183cf,6/27/2024 8:40:06 PM,agoebl,6/27/2024 8:40:06 PM,agoebl,6
533,9712dbab-72e1-4e07-b003-e95c5c610a1e,664,0,1,,,6/27/2024 6:00:00 PM,1799,3a144d0c-dc66-4aad-ba14-1aadc26183cf,6/27/2024 8:40:06 PM,agoebl,6/27/2024 8:40:06 PM,agoebl,7
534,05f3e96c-8bdd-4f27-858e-3826ac2fc903,665,,0,,,6/27/2024 6:00:00 PM,1800,3a144d0c-dc66-4aad-ba14-1aadc26183cf,6/27/2024 8:40:06 PM,agoebl,6/27/2024 8:40:06 PM,agoebl,8
535,01672641-b65c-4d57-896e-195475d3735e,666,,0,,H,6/27/2024 6:00:00 PM,1801,3a144d0c-dc66-4aad-ba14-1aadc26183cf,6/27/2024 8:40:06 PM,agoebl,6/27/2024 8:40:06 PM,agoebl,9
536,97753f21-da3d-4e10-8739-1854234ab70a,667,,0,,,6/27/2024 6:00:00 PM,1802,3a144d0c-dc66-4aad-ba14-1aadc26183cf,6/27/2024 8:40:06 PM,agoebl,6/27/2024 8:40:06 PM,agoebl,10
537,97e9c71e-80ba-4039-ba28-463c8239f6fd,668,0,1,,,6/27/2024 6:00:00 PM,1803,3a144d0c-dc66-4aad-ba14-1aadc26183cf,6/27/2024 8:40:06 PM,agoebl,6/27/2024 8:40:06 PM,agoebl,11
538,15d61ab6-4376-4139-9bea-d68792b740c0,669,,0,,,6/27/2024 6:00:00 PM,1804,3a144d0c-dc66-4aad-ba14-1aadc26183cf,6/27/2024 8:40:06 PM,agoebl,6/27/2024 8:40:06 PM,agoebl,12
539,95cfe1c9-0d6e-43d9-b43c-ec7a96d5b5dc,670,0,1,,,6/27/2024 6:00:00 PM,1805,3a144d0c-dc66-4aad-ba14-1aadc26183cf,6/27/2024 8:40:06 PM,agoebl,6/27/2024 8:40:06 PM,agoebl,13
540,77347dcc-6207-4f71-a84a-2534f9a62042,671,,0,,,6/27/2024 6:00:00 PM,1806,3a144d0c-dc66-4aad-ba14-1aadc26183cf,6/27/2024 8:40:06 PM,agoebl,6/27/2024 8:40:06 PM,agoebl,14
541,9597572e-52a9-4b1f-a4fc-b92ff4a393af,672,0,1,,,6/27/2024 6:00:00 PM,1807,3a144d0c-dc66-4aad-ba14-1aadc26183cf,6/27/2024 8:40:06 PM,agoebl,6/27/2024 8:40:06 PM,agoebl,15
542,4d0a745b-4ccd-4e79-b959-88ddefb0a1ae,673,,0,,,6/27/2024 6:00:00 PM,1808,3a144d0c-dc66-4aad-ba14-1aadc26183cf,6/27/2024 8:40:06 PM,agoebl,6/27/2024 8:40:06 PM,agoebl,16
543,c45aeff4-c115-46fd-9f97-5c538701400e,674,0,1,,,6/27/2024 6:00:00 PM,1809,3a144d0c-dc66-4aad-ba14-1aadc26183cf,6/27/2024 8:40:06 PM,agoebl,6/27/2024 8:40:06 PM,agoebl,17
544,49206cb2-275d-44d7-a249-ffe37bfcf79a,675,,0,,H,6/27/2024 6:00:00 PM,1810,3a144d0c-dc66-4aad-ba14-1aadc26183cf,6/27/2024 8:40:06 PM,agoebl,6/27/2024 8:40:06 PM,agoebl,18
545,c4c6dd93-c3dd-418b-b070-cbe3f01288e0,676,0,1,,,6/27/2024 6:00:00 PM,1811,3a144d0c-dc66-4aad-ba14-1aadc26183cf,6/27/2024 8:40:06 PM,agoebl,6/27/2024 8:40:06 PM,agoebl,19
546,e3cb671f-1947-4f85-b56c-e585b7dae885,677,0,1,,,6/27/2024 6:00:00 PM,1812,3a144d0c-dc66-4aad-ba14-1aadc26183cf,6/27/2024 8:40:06 PM,agoebl,6/27/2024 8:40:06 PM,agoebl,20
547,0727bafc-8f67-4229-aea6-3c4f155806ea,678,0,1,,,6/27/2024 6:00:00 PM,1813,3a144d0c-dc66-4aad-ba14-1aadc26183cf,6/27/2024 8:40:06 PM,agoebl,6/27/2024 8:40:06 PM,agoebl,21
548,b48bf715-f099-4f24-ba78-f56a9002cba8,432,0,1,,,6/26/2024 6:00:00 PM,1567,2698c10b-604e-4687-8d59-48b0f0658f20,6/27/2024 8:40:06 PM,agoebl,6/27/2024 8:40:06 PM,agoebl,1
549,31f421f2-6e45-4e7b-982c-84da65b9bdc2,433,0,1,,,6/26/2024 6:00:00 PM,1568,2698c10b-604e-4687-8d59-48b0f0658f20,6/27/2024 8:40:06 PM,agoebl,6/27/2024 8:40:06 PM,agoebl,2
550,0b11c210-66d4-4ee8-84bc-f98acf17aad5,434,0,1,,,6/26/2024 6:00:00 PM,1569,2698c10b-604e-4687-8d59-48b0f0658f20,6/27/2024 8:40:06 PM,agoebl,6/27/2024 8:40:06 PM,agoebl,3
551,b1e93ecd-d742-4ff2-b8dc-4725edb21e1e,435,0,1,,,6/26/2024 6:00:00 PM,1570,2698c10b-604e-4687-8d59-48b0f0658f20,6/27/2024 8:40:06 PM,agoebl,6/27/2024 8:40:06 PM,agoebl,4
552,3a4a9c10-d4fb-4425-996d-a0714e223960,436,0,1,,,6/26/2024 6:00:00 PM,1571,2698c10b-604e-4687-8d59-48b0f0658f20,6/27/2024 8:40:06 PM,agoebl,6/27/2024 8:40:06 PM,agoebl,5
553,6e69d936-0b43-4331-991d-6fbd8dc9693a,437,0,1,,Dry,6/26/2024 6:00:00 PM,1572,2698c10b-604e-4687-8d59-48b0f0658f20,6/27/2024 8:40:06 PM,agoebl,6/27/2024 8:40:06 PM,agoebl,6
554,cb19c165-3520-4aee-8476-f291608d354e,438,0,1,,,6/26/2024 6:00:00 PM,1573,2698c10b-604e-4687-8d59-48b0f0658f20,6/27/2024 8:40:06 PM,agoebl,6/27/2024 8:40:06 PM,agoebl,7
555,953bc982-3288-4063-a4d3-42ea6a0dbab2,439,0,1,,,6/26/2024 6:00:00 PM,1574,2698c10b-604e-4687-8d59-48b0f0658f20,6/27/2024 8:40:06 PM,agoebl,6/27/2024 8:40:06 PM,agoebl,8
556,eee0bcd5-a92e-4b0e-a5ea-242b7b51a0b3,440,0,1,,,6/26/2024 6:00:00 PM,1575,2698c10b-604e-4687-8d59-48b0f0658f20,6/27/2024 8:40:06 PM,agoebl,6/27/2024 8:40:06 PM,agoebl,9
557,d718901e-1dc3-433e-a66c-02159fe42b7c,441,1,1,,,6/26/2024 6:00:00 PM,1576,2698c10b-604e-4687-8d59-48b0f0658f20,6/27/2024 8:40:06 PM,agoebl,6/27/2024 8:40:06 PM,agoebl,10
558,214beb4f-f444-4796-b41a-76214f8dd750,442,0,1,,Dry,6/26/2024 6:00:00 PM,1577,2698c10b-604e-4687-8d59-48b0f0658f20,6/27/2024 8:40:06 PM,agoebl,6/27/2024 8:40:06 PM,agoebl,11
559,88306e23-30a4-4637-b8bf-18546fce49ec,443,,0,,,6/26/2024 6:00:00 PM,1578,2698c10b-604e-4687-8d59-48b0f0658f20,6/27/2024 8:40:06 PM,agoebl,6/27/2024 8:40:06 PM,agoebl,12
560,1345d237-eb6d-4c91-9da9-604a9a1b2ecf,444,0,1,,,6/26/2024 6:00:00 PM,1579,2698c10b-604e-4687-8d59-48b0f0658f20,6/27/2024 8:40:06 PM,agoebl,6/27/2024 8:40:06 PM,agoebl,13
561,f3fd3765-1f9f-41d6-9a07-9537e6cd5b99,445,0,1,,,6/26/2024 6:00:00 PM,1580,2698c10b-604e-4687-8d59-48b0f0658f20,6/27/2024 8:40:06 PM,agoebl,6/27/2024 8:40:06 PM,agoebl,14
562,e48cb905-d83b-4b31-9eae-3d353ee0d327,446,0,1,,,6/26/2024 6:00:00 PM,1581,2698c10b-604e-4687-8d59-48b0f0658f20,6/27/2024 8:40:06 PM,agoebl,6/27/2024 8:40:06 PM,agoebl,15
563,17f21a1e-7515-4153-b3c0-738832efb9d0,447,,0,,,6/26/2024 6:00:00 PM,1582,2698c10b-604e-4687-8d59-48b0f0658f20,6/27/2024 8:40:06 PM,agoebl,6/27/2024 8:40:06 PM,agoebl,16
564,5a6b0a19-b6c9-4244-8c8e-73ab7c57c1bb,448,0,1,,,6/26/2024 6:00:00 PM,1583,2698c10b-604e-4687-8d59-48b0f0658f20,6/27/2024 8:40:06 PM,agoebl,6/27/2024 8:40:06 PM,agoebl,17
565,51c5f441-d9d2-4e11-b69f-f19de7503fd9,449,,0,,,6/26/2024 6:00:00 PM,1584,2698c10b-604e-4687-8d59-48b0f0658f20,6/27/2024 8:40:06 PM,agoebl,6/27/2024 8:40:06 PM,agoebl,18
566,1fe1912c-85b9-4225-96c0-ee5f0273070f,450,0,1,,,6/26/2024 6:00:00 PM,1585,2698c10b-604e-4687-8d59-48b0f0658f20,6/27/2024 8:40:06 PM,agoebl,6/27/2024 8:40:06 PM,agoebl,19
567,f946a5d4-431a-4bd0-ad2e-0e127c1109fd,451,1,1,,,6/26/2024 6:00:00 PM,1586,2698c10b-604e-4687-8d59-48b0f0658f20,6/27/2024 8:40:06 PM,agoebl,6/27/2024 8:40:06 PM,agoebl,20
568,8a4e6777-51e9-4c64-b142-0c140c4c552a,452,0,1,,,6/26/2024 6:00:00 PM,1587,2698c10b-604e-4687-8d59-48b0f0658f20,6/27/2024 8:40:06 PM,agoebl,6/27/2024 8:40:06 PM,agoebl,21
569,007abc44-e742-4150-a863-a33fcef19e61,679,,0,,H,6/27/2024 6:00:00 PM,1814,09499ac7-6ccb-4ad7-bf6e-4fbf9ab3d854,6/27/2024 8:40:06 PM,agoebl,6/27/2024 8:40:06 PM,agoebl,1
570,86aacb45-f58d-4eaa-8945-c869000bc992,680,0,1,,,6/27/2024 6:00:00 PM,1815,09499ac7-6ccb-4ad7-bf6e-4fbf9ab3d854,6/27/2024 8:40:06 PM,agoebl,6/27/2024 8:40:06 PM,agoebl,2
571,ff6a28a1-2ee3-4f26-b921-d611fff51e6c,681,0,1,,,6/27/2024 6:00:00 PM,1816,09499ac7-6ccb-4ad7-bf6e-4fbf9ab3d854,6/27/2024 8:40:06 PM,agoebl,6/27/2024 8:40:06 PM,agoebl,3
572,faacf43f-ba2a-41b5-b195-4d064ea0fb2c,682,1,1,,,6/27/2024 6:00:00 PM,1817,09499ac7-6ccb-4ad7-bf6e-4fbf9ab3d854,6/27/2024 8:40:06 PM,agoebl,6/27/2024 8:40:06 PM,agoebl,4
573,31c1086c-7b18-4ace-b89f-ec7019910255,683,0,1,,,6/27/2024 6:00:00 PM,1818,09499ac7-6ccb-4ad7-bf6e-4fbf9ab3d854,6/27/2024 8:40:06 PM,agoebl,6/27/2024 8:40:06 PM,agoebl,5
